2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05
1.0,0.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,6.0,10.0,10.0,18.0,14.0,81.0,45.0,37.0,104.0,92.0,103.0,95.0,114.0,176.0,220.0,164.0,304.0,299.0,230.0,310.0,289.0,293.0,373.0,333.0,424.0,310.0,344.0,301.0,430.0,426.0,529.0,426.0,286.0,312.0,392.0,356.0,534.0,445.0,478.0,358.0,419.0,325.0,464.0,516.0,494.0,552.0,473.0,482.0,552.0,520.0,780.0,882.0,1246.0,1112.0,876.0,1317.0,893.0,1343.0,1183.0,1004.0,1406.0,975.0,1479.0,2152.0,2301.0,2112.0,1573.0,2024.0,2018.0,3099.0,3647.0,3538.0,3863.0,3237.0,3343.0,4428.0,3618.0,3956.0,4128.0,3355.0,3736.0,4437.0,5082.0,3206.0,4537.0,4172.0,3790.0,4888.0,5760.0,4237.0,3587.0,5226.0,5089.0,6217.0,5969.0,6368.0,4660.0,4498.0,4320.0,4060.0,5016.0,4564.0,4181.0,3710.0,3078.0,3020.0,3778.0,3422.0,3481.0,3396.0,3092.0,2690.0,2134.0,2042.0,2703.0,2951.0,2852.0,2354.0,1946.0,1638.0,2395.0,2392.0,2219.0,2371.0,1985.0,1444.0,1400.0,1949.0,2125.0,1624.0,1615.0,1599.0,1342.0,1391.0,1841.0,2005.0,1752.0,1620.0,1475.0,1236.0,1294.0,1428.0,1540.0,1426.0,1482.0,1119.0,1049.0,1216.0,1383.0,1479.0,1511.0,1452.0,1319.0,1061.0,1071.0,1343.0,1396.0,1158.0,1383.0,1012.0,846.0,876.0,1265.0,1328.0,1267.0,1315.0,1265.0,887.0,993.0,1197.0,1227.0,1330.0,1277.0,1177.0,926.0,1114.0,1275.0,1319.0,1368.0,1364.0,1175.0,839.0,1048.0,1139.0,1304.0,1407.0,1413.0,1064.0,1025.0,918.0,1283.0,1097.0,1230.0,1048.0,832.0,814.0,1016.0,1282.0,1475.0,1458.0,1233.0,1112.0,1036.0,1185.0,1198.0,1208.0,1184.0,1016.0,984.0,1019.0,803.0,1104.0,1228.0,1200.0,1132.0,941.0,898.0,822.0,889.0,1141.0,1189.0,1149.0,1034.0,726.0,830.0,1030.0,1160.0,1121.0,1026.0,1010.0,569.0,738.0,1064.0,965.0,1077.0,1031.0,824.0,688.0,633.0,1044.0,1145.0,1026.0,1058.0,836.0,687.0,636.0,1145.0,1012.0,1093.0,1029.0,848.0,656.0,697.0,1051.0,1071.0,1019.0,961.0,903.0,702.0,780.0,1082.0,1014.0,1133.0,993.0,884.0,747.0,773.0,1079.0,1155.0,1014.0,1078.0,1132.0,958.0,945.0,1128.0,1112.0,1281.0,1427.0,1243.0,1064.0,1052.0,1414.0,1551.0,1517.0,1411.0,1276.0,1086.0,1281.0,1598.0,1597.0,1618.0,1105.0,1395.0,1410.0,1554.0,2036.0,2321.0,2055.0,1492.0,1751.0,1885.0,1896.0,2614.0,2685.0,2762.0,2663.0,2451.0,2043.0,2328.0,2725.0,2899.0,2677.0,2777.0,2430.0,2283.0,2468.0,3049.0,3296.0,2760.0,2822.0,2534.0,2054.0,2423.0,2896.0,2941.0,2622.0,2628.0,2278.0,2015.0,1828.0,2456.0,2445.0,2616.0,2411.0,2191.0,1911.0,1792.0,2600.0,2756.0,2537.0,2502.0,2172.0,1782.0,1779.0,2596.0,2470.0,2550.0,2410.0,2331.0,1563.0,1998.0,2913.0,3210.0,3088.0,2612.0,2732.0,1963.0,2387.0,3192.0,3671.0,3508.0,3562.0,3157.0,2464.0,3024.0,3912.0,4123.0,4052.0,3911.0,3390.0,3303.0,3323.0,4391.0,4482.0,4711.0,4590.0,4142.0,3532.0,3795.0,4971.0,5206.0,5135.0,4787.0,4668.0,3427.0,4581.0,5292.0,5348.0,5334.0,4818.0,4115.0,4010.0,4194.0,5653.0,6280.0,5378.0,5162.0,4039.0,3867.0,4220.0,5171.0,4990.0,5167.0,4686.0,4184.0,3457.0,3716.0,4624.0,5038.0,4480.0,4386.0,3854.0,2863.0,3370.0,4738.0,4842.0,4285.0,4115.0,3133.0,2303.0,2919.0,4291.0,4554.0,4251.0,3714.0,3478.0,2722.0,3221.0,4355.0,4524.0,4733.0,4406.0,3645.0,2908.0,3837.0,5394.0,5145.0,5104.0,4273.0,3952.0,3219.0,4182.0,5769.0,5900.0,5703.0,5295.0,4489.0,3571.0,4339.0,5715.0,5827.0,5959.0,5094.0,4459.0,3863.0,4196.0,5396.0,5413.0,5143.0,4984.0,4012.0,3213.0,3574.0,4620.0,4542.0,4224.0,3935.0,3452.0,2419.0,2165.0,2760.0,3933.0,3540.0,3032.0,2596.0,1827.0,1676.0,2033.0,2825.0,2659.0,2253.0,1803.0,1309.0,1437.0,2160.0,1882.0,1748.0,1442.0,1310.0,910.0,966.0,1512.0,1301.0,1148.0,881.0,679.0,625.0,776.0,1273.0,1112.0,954.0,948.0,723.0,527.0,638.0,916.0,882.0,762.0,756.0,584.0,395.0,505.0,863.0,738.0,602.0,452.0,557.0,309.0,430.0,744.0,578.0,541.0,600.0,449.0,278.0,399.0,584.0,514.0,476.0,429.0,382.0,245.0,279.0,505.0,426.0,376.0,368.0,295.0,214.0,267.0,381.0,321.0,295.0,261
